Region,Subregion,Country,Drug Type,Source,Notes,Year,Lifetime,Past Month,Past Year
Africa,West and Central Africa,Nigeria,Tranquillizers and sedatives,UNODC Report,-,2017,,,0.2
Africa,West and Central Africa,Cabo Verde,Tranquillizers and sedatives,2018 National Survey on Substance Use and Health (NSSUH),-,2018,,,1.2
Americas,Caribbean,Turks and Caicos Islands,Amphetamines,ARQ,Methamphetamine,2002,0.9,,0.3
Americas,Caribbean,Grenada,Amphetamines,Govt.,Stimulants (inclds Amphetamines),2005,3.4,1.5,2.2
Americas,Caribbean,Grenada,Amphetamines,Govt.,Methamphetamine,2005,0.3,0.2,0.2
Americas,Caribbean,Puerto Rico,Amphetamines,Govt.,Methamphetamine/ Youth Risk Behavior Survey,2005,1.9,,
Americas,Caribbean,Antigua and Barbuda,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2005,2.6,1.1,1.5
Americas,Caribbean,Haiti,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2005,24.4,7.5,11.7
Americas,Caribbean,Saint Lucia,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2005,6,2.2,3.7
Americas,Caribbean,Saint Kitts and Nevis,Amphetamines,Govt.,Stimulants (inclds Amphetamines),2006,2.99,1.32,1.58
Americas,Caribbean,Jamaica,Amphetamines,OAS,Stimulants (inclds Amphetamines),2006,6.3,2.4,3.5
Americas,Caribbean,Barbados,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2006,3.5,1.6,2.4
Americas,Caribbean,Dominica,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2006,4.3,1.6,2.2
Americas,Caribbean,Saint Vincent and the Grenadines,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2006,2.91,1.21,1.66
Americas,Caribbean,Trinidad and Tobago,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2006,3.41,1.6,2.12
Americas,Caribbean,Dominican Republic,Amphetamines,CICAD/ OAS,Prescription stimulants,2008,9.12,2.83,4.21
Americas,Caribbean,Bahamas,Amphetamines,Govt.,-,2008,1.4,,0.9
Americas,Caribbean,Jamaica,Amphetamines,ARQ,Amphetamine,2010,2.5,,
Americas,Caribbean,Jamaica,Amphetamines,ARQ,Methamphetamine,2010,1.4,,
Americas,Caribbean,Bahamas,Amphetamines,ARQ,-,2011,2.7,1.2,1.83
Americas,Caribbean,Bahamas,Amphetamines,CICAD/ OAS,Prescription stimulants,2011,3.33,1.14,1.83
Americas,Caribbean,Dominica,Amphetamines,CICAD/ OAS,Prescription stimulants,2011,15.58,2.93,6.39
Americas,Caribbean,Antigua and Barbuda,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,2.74,1.33,1.64
Americas,Caribbean,Barbados,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,3.66,1.59,1.95
Americas,Caribbean,Grenada,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,4.35,1.8,2.88
Americas,Caribbean,Jamaica,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,3.46,1.15,1.79
Americas,Caribbean,Saint Kitts and Nevis,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,4.05,1.14,2.29
Americas,Caribbean,Saint Lucia,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,5.01,2.54,3.4
Americas,Caribbean,Saint Vincent and the Grenadines,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,3,1.53,2.03
Americas,Caribbean,Trinidad and Tobago,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,3.91,1,1.38
Americas,Caribbean,Haiti,Amphetamines,CICAD/ OAS,Prescription stimulants,2014,7.65,1.55,3.36
Americas,Central America,Guatemala,Amphetamines,ARQ,Amphetamine,2002,7.3,,3.8
Americas,Central America,Belize,Amphetamines,OAS (MEM),Methamphetamine,2002,0.4,0.1,0.1
Americas,Central America,Belize,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2002,4.6,1.9,2.7
Americas,Central America,Honduras,Amphetamines,CICAD/ OAS,Prescription stimulants,2005,7.43,1.98,3.05
Americas,Central America,El Salvador,Amphetamines,ARQ,-,2008,1.7,0.9,1.1
Americas,Central America,Honduras,Amphetamines,ARQ,Stimulants (inclds Amphetamines); Central District,2008,4.3,,2.3
Americas,Central America,Panama,Amphetamines,CICAD/ OAS,Prescription stimulants,2008,4.7,0.5,1.2
Americas,Central America,Costa Rica,Amphetamines,ARQ,Other stimulants,2009,7.1,2.1,3.8
Americas,Central America,Costa Rica,Amphetamines,ARQ/ Govt.,Any amphetamines without prescription,2009,9.6,3.59,6.85
Americas,Central America,Costa Rica,Amphetamines,ARQ,-,2012,3.55,0.9,1.3
Americas,Central America,Costa Rica,Amphetamines,ARQ,-,2012,3.69,1.3,1.97
Americas,Central America,Costa Rica,Amphetamines,ARQ,Prescription stimulants,2012,3.2,1.1,1.63
Americas,Central America,El Salvador,Amphetamines,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Use amongst young population without medical prescription,2012,2.4,0.7,0.7
Americas,Central America,Panama,Amphetamines,ARQ,-,2013,0.53,0.14,0.32
Americas,Central America,Panama,Amphetamines,ARQ,Amphetamine,2013,0.35,0,0.11
Americas,Central America,Panama,Amphetamines,ARQ,Methamphetamine,2013,0.7,0.1,0.2
Americas,Central America,Belize,Amphetamines,CICAD/ OAS,Prescription stimulants,2013,3.25,1.03,1.6
Americas,Central America,Guatemala,Amphetamines,ARQ,-,2014,3.74,0.97,1.35
Americas,Central America,Honduras,Amphetamines,ARQ,Prescription stimulants,2014,8.4,1.2,2
Americas,Central America,Costa Rica,Amphetamines,ARQ,-,2015,1.848,,1.76
Americas,Central America,Costa Rica,Amphetamines,ARQ,Prescription stimulants,2015,0.18,,0.09
Americas,Central America,Honduras,Amphetamines,ARQ,-,2015,6.8,1.1,3.4
Americas,Central America,El Salvador,Amphetamines,ARQ,-,2016,2.7,0.6,0.9
Americas,Central America,El Salvador,Amphetamines,ARQ,Prescription stimulants,2016,2.7,0.6,0.9
Americas,Central America,Honduras,Amphetamines,ARQ,-,2016,1.9,1,1.7
Americas,Central America,Costa Rica,Amphetamines,ARQ,Amphetamine,2018,0.94,0.35,0.52
Americas,Central America,Costa Rica,Amphetamines,ARQ,Methamphetamine,2018,0.89,0.34,0.51
Americas,Central America,Costa Rica,Amphetamines,ARQ,Prescription stimulants,2018,5.55,3.3,4.21
Americas,Central America,El Salvador,Amphetamines,"Población objetivo: Estudiantes cursando los grados de septimo noveno y segundo año de bachillerato. La encuesta se paso en 98 centros educativos seleccionados de forma aleatoria a nivel nacional, utilizando la metodología del Sistema Interamericano de Da",-,2018,5.2,0.8,1.1
Americas,Central America,El Salvador,Amphetamines,"Población objetivo: Estudiantes cursando los grados de septimo noveno y segundo año de bachillerato. La encuesta se paso en 98 centros educativos seleccionados de forma aleatoria a nivel nacional, utilizando la metodología del Sistema Interamericano de Da",Amphetamine,2018,1.2,,
Americas,Central America,El Salvador,Amphetamines,"Población objetivo: Estudiantes cursando los grados de septimo noveno y segundo año de bachillerato. La encuesta se paso en 98 centros educativos seleccionados de forma aleatoria a nivel nacional, utilizando la metodología del Sistema Interamericano de Da",Methamphetamine,2018,1.3,,
Americas,Central America,El Salvador,Amphetamines,"Población objetivo: Estudiantes cursando los grados de septimo noveno y segundo año de bachillerato. La encuesta se paso en 98 centros educativos seleccionados de forma aleatoria a nivel nacional, utilizando la metodología del Sistema Interamericano de Da",Prescription stimulants,2018,1.8,0.6,0.8
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1991,12.9,3,7.5
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1992,12.5,3.3,7.3
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1993,13.8,3.9,8.4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1994,14.3,4,9.1
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1995,15.2,4.5,10
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1996,15.5,4.8,10.4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1997,15.2,4.5,10.1
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1998,14.5,4.3,9.3
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,1999,14,4.2,9
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,1999,6.5,1.5,4.1
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2000,13.5,4.5,9.2
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2000,6.2,1.5,3.5
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2001,13.9,4.7,9.6
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2001,5.8,1.4,3.4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2002,13.1,4.4,8.9
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2002,5.3,1.5,3.2
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2003,11.8,3.9,8
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2003,5,1.4,3
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2004,11.2,3.6,7.6
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2004,4.5,1.1,2.6
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2005,10.3,3.3,7
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2005,3.9,0.9,2.4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2006,10.1,3,6.8
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2006,3.4,0.7,2
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2007,9.5,3.2,6.5
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2007,2.5,0.5,1.4
Americas,North America,Canada,Amphetamines,ARQ,"Pharmaceutical stimulants used to ""get high""",2008,7.1,,4.5
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2008,8.6,2.6,5.8
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2008,2.5,0.7,1.3
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2009,8.6,2.7,5.9
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2009,2.2,0.5,1.3
Americas,North America,Canada,Amphetamines,ARQ,-,2010,10.9,,7.7
Americas,North America,Canada,Amphetamines,ARQ,Amphetamine and/or methamphetamine,2010,5.2,,3.7
Americas,North America,Canada,Amphetamines,ARQ,Prescription stimulants,2010,4,,2.7
Americas,North America,Canada,Amphetamines,ARQ,-,2010,7.4,1.6,4.3
Americas,North America,Canada,Amphetamines,ARQ,Amphetamine,2010,3.4,,2
Americas,North America,United States of America,Amphetamines,Govt.,Any amphetamines without prescription,2010,10.6,3.3,7.6
Americas,North America,United States of America,Amphetamines,Govt.,Methamphetamine,2010,2.5,0.7,1.6
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2010,8.9,2.7,6.2
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2010,2.2,0.6,1.3
Americas,North America,Mexico,Amphetamines,ARQ,-,2011,0.3,,0.1
Americas,North America,Mexico,Amphetamines,ARQ,Amphetamine,2011,0.001,0.001,
Americas,North America,United States of America,Amphetamines,ARQ,Amphetamine,2011,9,3.1,6.6
Americas,North America,United States of America,Amphetamines,ARQ,Methamphetamine,2011,2.1,0.5,1.4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2011,8.6,2.8,5.9
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2011,1.8,0.5,1.2
Americas,North America,Mexico,Amphetamines,National Addiction Household Survey,Amphetamine,2011,0.3,0,0.1
Americas,North America,Canada,Amphetamines,ARQ,-,2012,6.9,,4.44
Americas,North America,Canada,Amphetamines,ARQ,Amphetamine and/or methamphetamine,2012,3.38,,2.1
Americas,North America,Canada,Amphetamines,ARQ,Prescription stimulants,2012,2.83,,1.63
Americas,North America,United States of America,Amphetamines,ARQ,-,2012,8.9,2.8,6.5
Americas,North America,United States of America,Amphetamines,ARQ,Methamphetamine,2012,1.8,0.6,1
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2012,8.3,2.5,5.6
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2012,1.6,0.5,1
Americas,North America,United States of America,Amphetamines,ARQ,-,2013,8.1,2.8,5.9
Americas,North America,United States of America,Amphetamines,ARQ,Methamphetamine,2013,1.6,0.4,1
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2013,10.5,3.2,7
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2013,1.5,0.4,1
Americas,North America,Canada,Amphetamines,ARQ,-,2014,6.13,,4.78
Americas,North America,Canada,Amphetamines,ARQ,Amphetamine,2014,2.08,,1.31
Americas,North America,Canada,Amphetamines,ARQ,Prescription stimulants,2014,2.89,,2.42
Americas,North America,Mexico,Amphetamines,ARQ,Amphetamine,2014,2.5,0.9,1.8
Americas,North America,Mexico,Amphetamines,ARQ,Methamphetamine,2014,2,0.7,1.3
Americas,North America,United States of America,Amphetamines,ARQ,Methamphetamine,2014,1.4,0.3,0.8
Americas,North America,United States of America,Amphetamines,CICAD/ OAS,Prescription stimulants,2014,3.5,0.8,2.2
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2014,9.7,3.2,6.6
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2014,1.4,0.3,0.8
Americas,North America,United States of America,Amphetamines,ARQ,Amphetamine. Monitoring the future,2015,9.7,3.1,6.8
Americas,North America,United States of America,Amphetamines,ARQ,Methamphetamine. Monitoring the future,2015,1.3,0.3,0.8
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2015,9.1,2.7,6.2
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2015,1.1,0.3,0.6
Americas,North America,Canada,Amphetamines,ARQ,-,2016,7.46,,5.88
Americas,North America,Canada,Amphetamines,ARQ,Amphetamine,2016,2.2,,1.73
Americas,North America,Canada,Amphetamines,ARQ,Other stimulants,2016,0.57,,0.31
Americas,North America,Canada,Amphetamines,ARQ,Prescription stimulants,2016,5.49,,4.39
Americas,North America,Mexico,Amphetamines,ARQ,Methamphetamine,2016,0.1,0,0.1
Americas,North America,Mexico,Amphetamines,ARQ,Amphetamine,2016,0.6,0.1,0.2
Americas,North America,Mexico,Amphetamines,ARQ,Methamphetamine,2016,0.1,,0.1
Americas,North America,Mexico,Amphetamines,ARQ,Prescription stimulants,2016,0.01,,
Americas,North America,United States of America,Amphetamines,ARQ,Amphetamine,2016,8.8,2.7,6.1
Americas,North America,United States of America,Amphetamines,ARQ,Methamphetamine,2016,0.7,0.2,0.4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2016,8.1,2.5,5.4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2016,0.8,0.3,0.5
Americas,North America,United States of America,Amphetamines,ARQ,Amphetamine,2017,8.2,2.7,6.1
Americas,North America,United States of America,Amphetamines,ARQ,Methamphetamine,2017,0.9,0.2,0.4
Americas,North America,United States of America,Amphetamines,ARQ,Prescription stimulants,2017,,,4
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2017,7.7,2.2,5
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2017,0.9,0.2,0.5
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Amphetamine,2018,8.6,2.4,5.7
Americas,North America,United States of America,Amphetamines,"Monitoring the future, Adolescent Drug Use",Methamphetamine,2018,0.8,0.1,0.4
Americas,South America,Guyana,Amphetamines,ARQ,-,2002,2,0.4,0.7
Americas,South America,Guyana,Amphetamines,ARQ,Methamphetamine,2002,1.5,0.3,0.8
Americas,South America,Colombia,Amphetamines,ARQ,Amphetamine,2004,5.6,,
Americas,South America,Bolivia (Plurinational State of),Amphetamines,CICAD/ OAS,Stimulants,2004,6.8,1.8,3
Americas,South America,Argentina,Amphetamines,CICAD/ OAS,-,2005,4.54,1.92,3
Americas,South America,Brazil,Amphetamines,CICAD/ OAS,-,2005,4.86,2.96,4.3
Americas,South America,Colombia,Amphetamines,CICAD/ OAS,-,2005,6.36,2.83,3.69
Americas,South America,Ecuador,Amphetamines,CICAD/ OAS,-,2005,3.03,1.11,1.58
Americas,South America,Paraguay,Amphetamines,CICAD/ OAS,-,2005,4.07,1.15,2.56
Americas,South America,Peru,Amphetamines,CICAD/ OAS,-,2005,1.2,0.37,0.59
Americas,South America,Suriname,Amphetamines,CICAD/ OAS,Prescription stimulants,2006,5.06,1.76,3
Americas,South America,Suriname,Amphetamines,OAS (MEM),Stimulants (inclds Amphetamines),2006,4.8,1.5,2.7
Americas,South America,Bolivia (Plurinational State of),Amphetamines,CICAD/ OAS,Prescription stimulants,2008,9.1,2.4,4
Americas,South America,Argentina,Amphetamines,ARQ,Prescription stimulants,2009,3.3,1.2,2
Americas,South America,Chile,Amphetamines,ARQ,-,2009,6.80833,1.30823,2.73695
Americas,South America,Chile,Amphetamines,ARQ,Prescription stimulants,2009,5.32236,0.87926,1.92404
Americas,South America,Ecuador,Amphetamines,ARQ,Prescription stimulants,2009,1.17,0.11,0.32
Americas,South America,Uruguay,Amphetamines,ARQ,ATS,2009,3,,
Americas,South America,Uruguay,Amphetamines,ARQ,Prescription stimulants,2009,2.1,0.5,1.2
Americas,South America,Venezuela (Bolivarian Republic of),Amphetamines,ARQ,Prescription stimulants,2009,2.6,0.8,1.2
Americas,South America,Venezuela (Bolivarian Republic of),Amphetamines,ARQ,methamphetamine,2009,0.433180501,0.164552333,0.246125285
Americas,South America,Brazil,Amphetamines,ARQ,Methamphetamine,2010,0.3,,
Americas,South America,Brazil,Amphetamines,ARQ,Prescription stimulants,2010,2.2,0.9,1.7
Americas,South America,Peru,Amphetamines,ARQ,Prescription stimulants,2010,0.149034893,0,0.0001
Americas,South America,Argentina,Amphetamines,ARQ,-,2011,2.8,0.9,1.4
Americas,South America,Chile,Amphetamines,ARQ,-,2011,3.12,0.56,1.66
Americas,South America,Chile,Amphetamines,ARQ,Prescription stimulants,2011,2.42,0.44,1.18
Americas,South America,Colombia,Amphetamines,ARQ,Prescription stimulants,2011,0.33,0.1,0.21
Americas,South America,Uruguay,Amphetamines,ARQ,-,2011,2.9,0.2,1.2
